,review_date,review_title,review_text,rating,date_of_stay,trip_type,reviewer_name,contribution,help_full_votes,location_reviewer,Location_rating,Service_rating,Cleanliness_rating,Rooms_rating,Sleep_Quality_rating,Value_rating
650,Dec 2018,Lemon tree Hi Tech city,I got a first class service from Sumanth...thank you for having such good staff in lemon tree Hi tech.. He is very clam and very helpful..all the time I will prefer this lemon tree permier Hi tech city..,5.0,December 2018,business,Syed A,5,1,,,,,,,
651,Dec 2018,Room service review,Tanga has been very helpful and trustworthy. He has consistently made sure that my room is clean and tidy. And also been maintenant the room well. I definitely recommend his service for the room service.,5.0,December 2018,business,Tommy C,2,,,,,,,,
652,Dec 2018,Service,"Room service handled by S. Rajasekhar is very nice and excellent service.
He is very responsive and very helpful. He is a disable, having hearing and some speech problem and he is well communicating with my wife and children’s using his skills. has managed to meet all my children’s and wife requests very well",5.0,December 2018,business,satya,1,,,,5.0,5.0,,,5.0
653,Dec 2018,Overrated and Overpriced,"I booked a room for guest from US who was on a business trip. With some family emergency, he had to cut short this trip and return to US, but the hotel insisted on paying one additional day even when the situation was intimated to them 1 day early. Incidentally i have seen they doing this with several guests and presenting justification as this is hotel policy.

Pathetic service and will never use this hotel again for anything.",1.0,December 2018,business,Kalyan J,14,5,"Hyderabad, India",,1.0,3.0,,,
654,Dec 2018,Service,"The room service handled by S. Rojaselabar is very nice. He is very responsive and helpful. He is a disable, having hearing and speech problem and he is communicating with me using gesture. But he has managed to meet my requests very well",5.0,December 2018,business,Edman,1,,,,,,,,
655,Dec 2018,Mohan,"Ambience is so nice and it was my pleasant stay of 4 days.. hotel staff are good.. house keeping (Ranga) is good.. very good breakfast.. even with a short notice of early checkin (6 hrs), I could get room for my stay..",5.0,December 2018,business,Sherpa62548908404,1,,,,,,,,
656,Nov 2018,Good service,"Good people like Ranga, great ambience, nice food. I like room service, in dining and house keeping support. Restaurant food is very good and would like visit again with family/freinds. Thank you, will see you again.",5.0,November 2018,business,pravin b,1,,,,,,,,
657,Nov 2018,Very short stay - which was turned out really nice,"I stayed at Lemon Tree at Hitech city due to its proximity to my office in Phoenix. The breakfast buffet facility is good, however my sabbudana kichdhi for fasting on Tuesday was incorrectly prepared with onions and tomatoes. However when I raised the concern, the staff was concerned and were very apologetic. The other aspect is that unlike Lemon Tree in Bangalore, this hotel does not provide any shuttle. The room was spacious with multiple amenities",4.0,November 2018,business,VikasSawant,91,15,"Mumbai, India",,4.0,,5.0,,5.0
658,Nov 2018,Business Travel,Excellent place to stay with very courteous staff. Special mention for S. Rajasekhar from the housekeeping team- my room was spotless and he took care of even the small details to ensure the bathrooms were clean with toiletries. Kudos to him!,5.0,November 2018,business,Jatinder Virdee,1,,,,5.0,,5.0,5.0,
659,Nov 2018,Good place to stay,"A short visit of 3 days - overall experience is good.

The housekeeping staff (Mr. S. Rajasekhar) was extremely courteous and great with their work. Similarly, the staff at the Citrus restaurant was very friendly and swift with their service.

One thing I wasn’t happy with was my experience checking in to the hotel. Although my reservation was from 25th Nov, I was going to check in only on 26th at 6:30am. I emailed the hotel and let them know of my plans and even sought their assistance with airport transfers. However, my reservation was canceled as a ‘No show’ despite having notified. Then on 27th I received a call asking what time was I checking out. When I mentioned that I am supposed to be here till 28th, they said they had made an error in my reservation and set the checkout date as 27th. It was then extended by amother day. Unsure what went wrong with the reservation system but I don’t expect a Hotel at this level could go so wrong with this.",3.0,November 2018,business,Shiv R,9,1,,,,,,,
660,Nov 2018,Amazing experience,"I stayed here for 3 days and people are Really very courtious and helpful. I happen to meet the house keep staff by name Rajasekhar (specially abled person - speaking disability). I was pressing my clothes and he offered to do it for me as I was getting late to work. Felt happy with his guesture.

Amazing job Lemon Tree for employeeing specially abled people and creating an inclusive work force

Keep doing good work

Regards
Venugopal Jayachandra
Head HR - TEKsystems",5.0,November 2018,business,Quest19960495271,1,,,,,,,,
661,Nov 2018,Great oriental food,Republic of noodles is my favourite oriental restaurant in the town . It’s authentic and scrumptious. Love their Thai curry as well. Would love to come back again. Thank you for good food and amazing service,5.0,November 2018,friends,Dreamer,2,,"Mumbai, India",,,,,,
662,Nov 2018,good service,"house keeping staffs are good service
mr ranga.. lemeon tree hotel rooms
are very nice..he was one of the house keeping guy and he has very polit and helful and kind...

he will serve fast and very nice stay..

so nicr",5.0,November 2018,business,Relax24484646877,1,,,,,,,,
663,Nov 2018,Good service(RANGA),It is a Good experience staying at your hotel.Housekeeping staff Mr.Ranga's service was really good.He was always there whenever we reguired him.Lunch served was good.Room and common area maintenance is really good.,5.0,November 2018,business,Getaway20194225581,1,1,,,,,,,
664,Nov 2018,Mr.,"Amazing service special thanks to Rajashekar from House keeping. Very comfortable stay.
Nice spread in breakfast and a convenient arrangement at all stages.
Would definitely want to come back again and again.",5.0,November 2018,business,Cruiser06969125887,1,,,,,,,,
665,Nov 2018,Room service,"I have been stay for 10 days. Room service boy Ranga is a nice person and helped to clean my room. Free wifi is fast and stable. Bed is clean and comfortable. 2 Free bottle water provided everydays, which doesn't need me to go out to buy it.",5.0,November 2018,business,Chris T,1,,"Pattaya, Thailand",,,,,,
666,Nov 2018,Nice room service by staff member Renga.,Nice room service by staff member Renga. Had problems with bedsheet but Renga managed to find out a way to change. Overall hotel is not bad but can be better by many means. Food is acceptable but limited choices for international travelers.,5.0,November 2018,business,Kos,1,,,,,,,,
667,Nov 2018,Excellent place to stay and very close to offices at Kondapur,"Had a pleasant stay at Lemon Tree Premier. Good, helpful staff. Rajasekhar from housekeeping ensured the room was always clean. The room was comfortable. And the hotel is conveniently located. You can reach most offices by walk.",4.0,November 2018,business,Culture61599380916,1,,,,,,,,
668,Nov 2018,Hotel OK but staff disobeyed my instruction to charge my card in INR,"A reasonable stay has been spoiled for me on checking my credit card statement. When I checked out - early in the morning with a flight to catch - I asked for my card to be charged in Rupees not Sterling as I knew that the hotel's conversion would offer me a worse rate. The clerk on the desk assured me that this would happen. They lied.

Mastercard's terms of business state that customers should always be offered a choice of which currency to pay in (I had to ask) and for that choice to be honoured (it wasn't).

I'd like to think I could return there - the location was convenient and everything else generally comfortable - but not if the staff can't be trusted.",2.0,November 2018,business,James W,9,7,"Wokingham, United Kingdom",,2.0,4.0,,4.0,
669,Nov 2018,Very Nice place to Stay,"Very Nice place to Stay. Neat Clean. Good Personal Staff. Always Service with a Smile.
Chef Nikita, VedVyas, Sravan all good service at the cafe.

Also the rooms are good near.

Really a good job. either for family or business good choice",4.0,November 2018,,Hitesh P,1,,"Mumbai, India",,,,,,
670,Nov 2018,great service,the staff was very helpful. had stayed for 3 days and the stay was good. Room was comfortable and found the staff to be very efficient and courteous. Service was at its best here. Room Service people are quick and patience . Rajashekar from House keeping was good and his attitude was good. A great person.,4.0,November 2018,business,Jyoti,1,,,,5.0,,3.0,,4.0
671,Nov 2018,Visit to Lemon Tree,Hotel rooms was good and spacious for 2 people to accommodate. Service was at its best here. Complementary breakfast was good. Room Service people are quick and patience to serve even sugar packets. Rajashekar from House keeping was good and his attitude was good.,5.0,November 2018,business,Fearless340342,1,,,5.0,5.0,,,5.0,
